transaction_entity,entity_id,amount,currency,fee (exclusive tax),tax,debit,credit,payment_method,card_type,issuer_name,entity_created_at,payment_captured_at,payment_notes,refund_notes,arn,entity_description,order_id,order_receipt,order_notes,dispute_id,dispute_created_at,dispute_reason,settlement_id,settled_at,settlement_utr,settled_by
refund,rfnd_FYAEoIpYFCyeeM,1999.00,INR,0,0,1999.00,0,card,debit,BARB,02/09/2020 18:08:39,19/08/2020 09:52:14,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",30004602470232095424954,Detel-india,order_FSUH4PrdlcfoAr,1597810839,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAPUvgrPQcfHa,1999.00,INR,9.99,1.80,2010.79,0,card,credit,CITI,02/09/2020 18:18:46,27/08/2020 11:53:36,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",N247200428493250,Detel-india,order_FVgbq4Ki1Pco4n,1598509298,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAOykx8tW9oxu,1999.00,INR,9.99,1.80,2010.79,0,card,credit,HDFC,02/09/2020 18:18:16,28/08/2020 11:05:45,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618805386,Detel-india,order_FW4Kj0b0UFTBuC,1598592845,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY52wBqve1H9fc,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",02/09/2020 13:04:31,02/09/2020 13:04:31,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY51gxefPIWHQ7,1599031965,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXaeMG7ACAyNqU,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",01/09/2020 07:20:12,01/09/2020 07:20:12,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXae6dd8W0wHyI,1598924977,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAKhTEnt2Z9Pc,1999.00,INR,0,0,1999.00,0,netbanking,"","",02/09/2020 18:14:13,24/08/2020 22:12:05,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",764235966,Detel-india,order_FUfXkZiD4Nb4Ii,1598287204,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXpLHKmBi3KoCQ,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",01/09/2020 21:43:26,01/09/2020 21:43:26,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXpL5iXCJCAWe4,1598976721,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAFGyqSpf3FMn,1999.00,INR,0,0,1999.00,0,card,debit,UTIB,02/09/2020 18:09:05,19/08/2020 04:45:51,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",74110750247026838423556,Detel-india,order_FSP2JjlrpLIUe2,1597792392,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY4Y2cdqwsDnXu,1278.00,INR,25.56,4.60,0,1247.84,upi,"","",02/09/2020 12:35:01,02/09/2020 12:35:02,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY4UuxSOyl74Yr,1599030104,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAHEG7rxBKmya,1999.00,INR,0,0,1999.00,0,netbanking,"","",02/09/2020 18:10:56,18/08/2020 20:56:32,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",IGAJFDIAI8,Detel-india,order_FSH1nWZWMaT27z,1597764190,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAEGcdLoT7Th7,1999.00,INR,0,0,1999.00,0,netbanking,"","",02/09/2020 18:08:08,19/08/2020 10:40:02,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",IGAJFEXCJ9,Detel-india,order_FSV4t3VhvityXC,1597813668,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY8SKTeGp5Uhde,1999.00,INR,39.98,0,0,1959.02,card,credit,ICIC,02/09/2020 16:24:30,02/09/2020 16:24:30,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY8NiA4fRxQTFj,1599043781,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYADEtecHvW7DM,1999.00,INR,9.99,1.80,2010.79,0,upi,"","",02/09/2020 18:07:10,19/08/2020 12:33:44,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618372106,Detel-india,order_FSX2T3KbUPaKPW,1597820574,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FWURyotsiIHiU8,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",01/09/2020 10:02:39,01/09/2020 10:02:39,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FWURb0aMDFgjkJ,1598684797,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FYBrYBNPfPZSvw,1999.00,INR,39.98,0,0,1959.02,card,credit,ICIC,02/09/2020 19:44:22,02/09/2020 19:44:22,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYBqqGYTMgx35g,1599056000,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAI0Tw9jOC95i,1999.00,INR,9.99,1.80,2010.79,0,card,credit,HDFC,02/09/2020 18:11:40,18/08/2020 20:43:24,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618801635,Detel-india,order_FSGpVLmAfM9n5w,1597763492,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY6rW6CJsLpdju,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",02/09/2020 14:51:31,02/09/2020 14:51:31,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY6rIHAO2V00Mp,1599038418,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYACePkkDPEGFh,1999.00,INR,0,0,1999.00,0,card,debit,ICIC,02/09/2020 18:06:36,19/08/2020 12:52:43,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",74110750247026844933879,Detel-india,order_FSXLwDmc2cZBwM,1597821680,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY6FTuaO1TxuMM,12499.00,INR,249.98,45.00,0,12204.02,card,debit,BARB,02/09/2020 14:20:07,02/09/2020 14:20:07,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY6CSlSxIDczKb,1599036099,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY7gOHALFGz7cs,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",02/09/2020 15:41:46,02/09/2020 15:41:46,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY7g0KFZrpIQ0l,1599041298,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXlhddtsJwdG1Q,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",01/09/2020 18:09:50,01/09/2020 18:09:50,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXlhDJTUlD7gLe,1598963891,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FYD3DbUTzSPWrY,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",02/09/2020 20:55:06,02/09/2020 20:55:06,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYCyZZz7DeYyfo,1599059961,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FYC8mtSGfnSwc6,1393.00,INR,27.86,5.02,0,1360.12,netbanking,"","",02/09/2020 20:02:29,02/09/2020 20:02:29,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYC8JzkXIgA9ko,1599056993,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAO2LrVvdPuYa,1999.00,INR,9.99,1.80,2010.79,0,card,credit,HDFC,02/09/2020 18:17:23,28/08/2020 19:49:50,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618804778,Detel-india,order_FWDHUtxNsO6xwM,1598624356,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXheJou5ZpI7F2,3372.00,INR,67.44,12.14,0,3292.42,upi,"","",01/09/2020 14:11:33,01/09/2020 14:11:33,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXhdCyGKL1oXZa,1598949578,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXcNxtZtfGICgq,2556.00,INR,51.12,9.20,0,2495.68,netbanking,"","",01/09/2020 09:02:58,01/09/2020 09:02:58,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXcNhmdRHQcZEi,1598931089,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYADfQiOoyhk54,1999.00,INR,0,0,1999.00,0,netbanking,"","",02/09/2020 18:07:34,19/08/2020 12:04:45,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",2055330440,Detel-india,order_FSWXgLmM67PBzg,1597818825,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY4tcddRm1yDOq,1999.00,INR,39.98,0,0,1959.02,card,debit,PUNB,02/09/2020 12:55:33,02/09/2020 12:55:33,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY4sTq1SSEs7yK,1599031442,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXnmrGnK57TpYP,1999.00,INR,39.98,0,0,1959.02,card,debit,BARB,01/09/2020 20:12:47,01/09/2020 20:12:47,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXnjZ15Mt8F2dc,1598971068,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYACFxXCvTwMbM,1999.00,INR,9.99,1.80,2010.79,0,card,credit,HDFC,02/09/2020 18:06:14,19/08/2020 12:53:16,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618798696,Detel-india,order_FSXN0jJdJGqd6F,1597821741,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAGECRKmw4xbw,1999.00,INR,0,0,1999.00,0,card,debit,HDFC,02/09/2020 18:09:59,18/08/2020 21:49:07,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",74110750247026837126374,Detel-india,order_FSHxNM5jNpyVNc,1597767460,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FYBy1qHAMldqSy,1999.00,INR,39.98,0,0,1959.02,card,credit,SBIN,02/09/2020 19:50:32,02/09/2020 19:50:32,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYBwieqLct4sEi,1599056334,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXmWuJYL6oQtPb,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",01/09/2020 18:57:52,01/09/2020 18:57:52,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXmWNmzXZc1Tte,1598966798,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYAGdiI8zbdNtZ,1999.00,INR,0,0,1999.00,0,netbanking,"","",02/09/2020 18:10:23,18/08/2020 21:39:18,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",IGAJFDNLW0,Detel-india,order_FSHlPkcuNvQFal,1597766781,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXlqBdtmBRcBYX,1999.00,INR,39.98,0,0,1959.02,card,credit,UTIB,01/09/2020 18:17:35,01/09/2020 18:17:35,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXlp1afVpCOosN,1598964335,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXkxL2EYR4RehO,1022.00,INR,20.44,3.68,0,997.88,upi,"","",01/09/2020 17:25:45,01/09/2020 17:25:46,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXkwUQh60JyHGR,1598961238,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FXTU4gL7Bnot6M,1999.00,INR,39.98,0,0,1959.02,card,debit,BARB,01/09/2020 00:19:44,01/09/2020 00:19:44,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FXTSbWCOWO6jM7,1598899673,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FYAPw8c05DucNZ,1999.00,INR,39.98,0,0,1959.02,card,debit,MAHB,02/09/2020 18:19:39,02/09/2020 18:19:39,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYAFQ2uWr5PD3q,1599050353,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYANaKgJed2dXI,1999.00,INR,9.99,1.80,2010.79,0,upi,"","",02/09/2020 18:16:57,29/08/2020 18:13:09,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618376167,Detel-india,order_FWa9P84Li7Iax0,1598704893,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYABqnmUc22vYP,1999.00,INR,0,0,1999.00,0,netbanking,"","",02/09/2020 18:05:51,19/08/2020 14:48:25,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",IGAJFGNBV4,Detel-india,order_FSZJCnM8J4e7hl,1597828568,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY7AM2jIKRSV0R,1999.00,INR,39.98,0,0,1959.02,card,credit,HDFC,02/09/2020 15:09:23,02/09/2020 15:09:23,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY77RRv43uGe1Z,1599039335,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FY6P3iJkRH94iT,1999.00,INR,39.98,0,0,1959.02,card,debit,SBIN,02/09/2020 14:23:59,02/09/2020 14:23:59,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FY6NK8XOzZxHsv,1599036716,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
refund,rfnd_FYALoqEzklFD4c,1999.00,INR,9.99,1.80,2010.79,0,upi,"","",02/09/2020 18:15:17,21/08/2020 08:53:58,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",024618374643,Detel-india,order_FTGJDOt3QU2o73,1597979998,[],"","","",setl_FYs8prE6n7BNys,04/09/2020 13:05:30,AXISCN0056495331,Razorpay
payment,pay_FYaLrwWOm9cpzs,299.00,INR,5.98,1.08,0,291.94,upi,"","",03/09/2020 19:42:17,03/09/2020 19:42:17,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYaLNSVxDX0I2u,1599142253,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYebkoVfmDcLeH,1278.00,INR,25.56,4.60,0,1247.84,upi,"","",03/09/2020 23:52:03,03/09/2020 23:52:03,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYeb5xIRsWPvlC,1599157233,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYbYR4ot1bVkZc,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",03/09/2020 20:53:19,03/09/2020 20:53:19,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYbVYYhUBmnCVq,1599146353,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYUGVtO9mPUeyQ,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",03/09/2020 13:45:25,03/09/2020 13:45:25,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYUFtypJioH9Bz,1599120813,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYQly67nbGPHS6,1999.00,INR,39.98,0,0,1959.02,card,debit,ANDB,03/09/2020 10:20:03,03/09/2020 10:20:02,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYQlFTzG8oen8h,1599108507,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYYLbwJGfFiRkU,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",03/09/2020 17:45:44,03/09/2020 17:45:45,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYYKUoeoKydTfX,1599135160,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
refund,rfnd_FYvf72KVY7EJ5q,299.00,INR,0,0,299.00,0,card,debit,HDFC,04/09/2020 16:32:09,15/08/2020 18:56:35,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",05404610249026772700970,Detel-india,order_FR3MbzvjrmSOCl,1597497729,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYXZ7j5iaUUDMQ,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",03/09/2020 16:58:15,03/09/2020 16:58:15,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYXYz3S7pBzk5s,1599132462,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYSlaio2TgsIey,1999.00,INR,39.98,0,0,1959.02,card,debit,ICIC,03/09/2020 12:16:55,03/09/2020 12:16:55,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYSjy0yx2jCwYH,1599115477,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYSXruh4DiHWU2,1123.00,INR,22.46,0,0,1100.54,card,credit,HDFC,03/09/2020 12:03:39,03/09/2020 12:03:39,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYSWfC3xdcCIwo,1599114722,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
refund,rfnd_FYvfcWFzXHsb0l,299.00,INR,0,0,299.00,0,card,debit,HDFC,04/09/2020 16:32:37,15/08/2020 10:19:53,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","{""comment"":""""}",05404610249026760889959,Detel-india,order_FQuabu4hqHFjXo,1597466830,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYUMJ78bzb82zk,216.00,INR,4.32,0.78,0,210.90,wallet,"","",03/09/2020 13:51:19,03/09/2020 13:51:19,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYULikPO8NxDTt,1599121143,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYeJRHz9IQ8i6S,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",03/09/2020 23:34:46,03/09/2020 23:34:46,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYeJ0hEHHnHdIJ,1599156206,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYczZYQdYYRcNQ,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",03/09/2020 22:17:25,03/09/2020 22:17:25,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYcxrVuJ0sMeSg,1599151483,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYTze3FylKfNOM,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",03/09/2020 13:29:08,03/09/2020 13:29:08,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYTzQdMXWTqAMq,1599119877,[],"","","",setl_FZGenWuaAaiKrb,05/09/2020 13:04:25,AXISCN0056548418,Razorpay
payment,pay_FYroh8anzmwUA6,1999.00,INR,39.98,0,0,1959.02,card,debit,LAVB,04/09/2020 12:47:48,04/09/2020 12:47:48,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYriXvubt2xevP,1599203437,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZ1knuHbBALf1w,1999.00,INR,39.98,0,0,1959.02,card,debit,SBIN,04/09/2020 22:30:40,04/09/2020 22:30:40,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZ1iX8OLbKqsJ2,1599238652,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYz7hsVYImZ0gA,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",04/09/2020 19:56:26,04/09/2020 19:56:26,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYz6DE7hlNFWKg,1599229432,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYtEH3YsRjjTFA,1999.00,INR,39.98,0,0,1959.02,card,debit,CNRB,04/09/2020 14:10:03,04/09/2020 14:10:03,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYt9sHnvMrfyDp,1599208511,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYnU1vWCfIkyay,1999.00,INR,39.98,0,0,1959.02,card,credit,ICIC,04/09/2020 08:33:07,04/09/2020 08:33:07,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYnSBHtfcAmXw2,1599188421,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZ1mnaRiRvNlUq,679.00,INR,13.58,2.44,0,662.98,upi,"","",04/09/2020 22:32:23,04/09/2020 22:32:23,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZ1lJRiaVWC3aR,1599238810,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYzdJjGppR8fnL,1999.00,INR,39.98,0,0,1959.02,card,debit,IDIB,04/09/2020 20:25:54,04/09/2020 20:25:54,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYzZu1JyU4ck9z,1599231119,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZ1GE1cqsQKlXa,575.00,INR,11.50,2.08,0,561.42,upi,"","",04/09/2020 22:01:49,04/09/2020 22:01:49,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZ1FgoztyEhcng,1599237014,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYodVHKsyHW1gc,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",04/09/2020 09:41:18,04/09/2020 09:41:18,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYoczOiKWOmjPn,1599192556,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYzQsec0Durzir,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",04/09/2020 20:15:45,04/09/2020 20:15:45,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYzQTqJaGwGJqh,1599230584,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZ08Ich0lv5QVl,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",04/09/2020 20:55:26,04/09/2020 20:55:26,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZ07wSNifj9QHf,1599233052,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYg2oOPD7M4wHn,2058.00,INR,41.16,7.40,0,2009.44,card,debit,PUNB,04/09/2020 01:16:21,04/09/2020 01:16:21,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYfy6XH5AhDxUs,1599162061,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYmScwL1R5ZAod,999.00,INR,19.98,0,0,979.02,card,credit,ICIC,04/09/2020 07:32:24,04/09/2020 07:32:24,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYmPUP6ghVJKb5,1599184746,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
